EnsemblID,p22074-s001_Cont1_S141.unstranded_count,p22074-s002_Cont2_S142.unstranded_count,p22074-s003_Cont3_S143.unstranded_count,p22074-s004_FAC1_S144.unstranded_count,p22074-s005_FAC2_S145.unstranded_count,p22074-s006_FAC3_S146.unstranded_count,p22074-s007_LiproxposFAC1_S147.unstranded_count,p22074-s008_LiproxposFAC2_S148.unstranded_count,p22074-s009_LiproxposFAC3_S149.unstranded_count,p22074-s010_MTposFAC1_S150.unstranded_count,p22074-s011_MTposFAC2_S151.unstranded_count,p22074-s012_MTposFAC3_S152.unstranded_count
ENSMUSG00000026317,1557,1618,1654,2435,316,2261,2398,2403,2047,2384,2441,1770
ENSMUSG00000071176,37,67,61,48,3,25,118,87,94,147,131,92
ENSMUSG00000090024,0,0,0,0,0,0,2,0,4,0,0,0
ENSMUSG00000055675,21,24,8,5,1,13,10,4,2,10,14,12
ENSMUSG00000098322,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102615,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109871,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109965,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031461,31,48,49,38,7,18,30,19,30,55,49,25
ENSMUSG00000083000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109886,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077503,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109748,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094608,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094971,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109839,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109757,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060924,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093142,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109616,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087892,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109625,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077675,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039842,235,236,236,240,38,238,259,280,242,325,343,223
ENSMUSG00000077287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087300,0,0,0,0,1,2,3,0,1,3,1,2
ENSMUSG00000090334,2,0,0,2,0,0,2,2,0,0,0,0
ENSMUSG00000031465,126,124,114,182,18,114,156,137,155,191,182,106
ENSMUSG00000031467,2166,2104,1996,2730,458,2740,1274,1598,1280,1518,1891,1159
ENSMUSG00000109784,0,0,0,1,0,0,0,0,1,2,3,0
ENSMUSG00000110530,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000110651,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039814,0,0,0,0,1,0,0,2,0,0,0,0
ENSMUSG00000088420,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053678,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053695,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053790,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080726,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061847,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043787,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052554,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110641,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079842,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110542,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046354,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059230,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050756,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071169,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039785,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081901,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039775,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082710,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031471,0,0,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000080894,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081094,180,207,260,356,36,293,200,232,136,226,204,192
ENSMUSG00000098798,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037790,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082650,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083218,3,2,4,11,0,4,2,2,1,4,2,2
ENSMUSG00000081920,0,0,1,1,0,1,0,0,0,0,0,0
ENSMUSG00000110463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087153,18,20,37,42,4,52,32,31,30,42,30,20
ENSMUSG00000110531,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110669,10,19,19,17,5,18,21,15,12,13,19,6
ENSMUSG00000110591,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110649,30,46,40,49,7,59,48,44,35,73,64,48
ENSMUSG00000110589,1,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000094421,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000110458,4,6,9,3,2,4,8,4,2,7,7,2
ENSMUSG00000096401,28,41,54,58,8,65,59,50,37,60,78,56
ENSMUSG00000071796,67,77,86,85,18,93,100,77,72,79,80,69
ENSMUSG00000074449,0,3,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000110637,0,1,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000071793,145,152,140,223,37,199,192,184,161,169,215,108
ENSMUSG00000095766,0,1,0,7,0,2,1,0,1,3,3,0
ENSMUSG00000095403,17,39,24,59,4,50,36,57,38,44,63,50
ENSMUSG00000110574,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095294,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110699,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096890,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094534,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000093800,0,0,0,2,0,1,0,0,0,0,0,0
ENSMUSG00000074454,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082976,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074447,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074446,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061845,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087663,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094687,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085898,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083509,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095431,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074442,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080722,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082957,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074440,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083251,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074437,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095221,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084377,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094662,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084344,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074436,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096558,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095925,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075934,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065956,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074434,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084041,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079113,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095703,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082323,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060070,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082859,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095813,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058618,1,0,0,0,0,1,3,0,0,0,0,0
ENSMUSG00000095507,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081668,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064213,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084254,0,0,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000044748,203,147,170,364,52,349,87,100,76,74,70,38
ENSMUSG00000082698,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058568,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006570,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044743,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110616,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110681,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058052,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079112,0,0,1,2,0,0,3,0,1,3,0,4
ENSMUSG00000017049,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000006567,641,927,630,520,70,588,674,709,648,886,738,640
ENSMUSG00000063362,1507,1581,1636,1596,202,1502,1536,1658,1358,1756,1614,1241
ENSMUSG00000037738,10,13,3,12,1,9,8,4,17,11,8,3
ENSMUSG00000031478,68,88,62,58,10,44,71,97,68,104,127,93
ENSMUSG00000037725,165,173,157,245,37,170,180,159,188,241,194,169
ENSMUSG00000031479,2572,2949,2716,2281,417,2300,2740,3057,2469,3306,3185,2284
ENSMUSG00000031480,200,234,216,151,39,180,280,320,268,429,389,268
ENSMUSG00000090007,0,0,0,0,1,2,2,0,0,0,1,0
ENSMUSG00000031481,0,0,0,2,0,1,1,0,0,0,0,1
ENSMUSG00000031482,3527,3824,3810,2801,465,2614,2775,3242,2415,3814,3559,2522
ENSMUSG00000099825,1,1,1,0,1,2,5,2,4,5,3,1
ENSMUSG00000110193,0,2,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000109938,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000110129,10,15,2,9,0,8,4,4,5,7,4,4
ENSMUSG00000031533,692,758,705,411,73,483,682,714,623,768,796,593
ENSMUSG00000031534,270,344,293,241,33,225,294,350,221,331,352,212
ENSMUSG00000037656,3612,4778,4203,4098,620,3699,5130,5607,4735,5910,5949,4458
ENSMUSG00000097042,37,39,35,46,2,45,46,41,28,63,37,29
ENSMUSG00000008892,5461,6188,6137,5430,829,5395,6577,7057,5765,7573,7887,5625
ENSMUSG00000031535,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031536,667,595,672,729,70,588,747,713,641,853,821,609
ENSMUSG00000031537,2782,3055,2929,2805,460,2615,3348,3478,3317,4261,3963,2865
ENSMUSG00000085199,2,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000031538,19,9,12,43,11,39,39,48,41,24,52,46
ENSMUSG00000031539,26,38,69,38,0,23,60,62,50,74,49,42
ENSMUSG00000054822,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000089484,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031540,108,119,104,182,25,162,126,173,158,151,189,117
ENSMUSG00000109652,1,0,0,1,0,3,1,0,0,0,0,0
ENSMUSG00000109793,0,0,0,1,0,0,0,0,0,2,0,0
ENSMUSG00000031543,0,0,0,0,0,0,0,0,2,1,0,0
ENSMUSG00000106605,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086741,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070084,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106471,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063672,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031545,5941,6990,6214,5767,932,4983,7116,6787,6296,8444,8445,5847
ENSMUSG00000103925,0,0,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000031546,424,538,453,394,69,385,491,480,391,535,567,413
ENSMUSG00000015341,2534,2619,2574,2728,397,2679,2770,2898,2330,2941,2812,2389
ENSMUSG00000110256,7,9,11,5,1,1,5,15,5,3,7,9
ENSMUSG00000077399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031548,0,2,7,3,1,6,3,8,0,3,7,1
ENSMUSG00000037492,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000109413,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053979,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109419,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109141,144,145,153,104,16,131,104,144,102,132,169,92
ENSMUSG00000097654,5,3,9,1,0,4,10,4,8,3,1,2
ENSMUSG00000056313,115,121,160,41,1,53,45,31,37,62,94,74
ENSMUSG00000108820,2,7,4,0,0,1,0,0,2,3,10,8
ENSMUSG00000109237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031549,81,92,80,50,2,48,113,103,50,131,125,60
ENSMUSG00000031551,1,0,0,2,1,0,0,0,0,0,1,0
ENSMUSG00000031552,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031553,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031554,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037437,8,13,7,1,0,2,7,5,2,6,6,4
ENSMUSG00000088736,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000031555,4201,4761,4218,5362,821,4814,5227,5229,4576,5531,6013,4387
ENSMUSG00000031556,2037,2065,2197,1944,289,1747,1992,2031,1683,2383,2296,1519
ENSMUSG00000037406,1,4,0,6,0,0,1,0,1,3,1,1
ENSMUSG00000086289,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031557,51,96,93,90,14,131,31,42,22,37,86,44
ENSMUSG00000110148,0,0,0,0,0,4,0,0,0,0,0,1
ENSMUSG00000109684,0,0,0,1,0,0,0,0,0,3,0,0
ENSMUSG00000065954,1541,1820,1507,1393,258,1230,1676,1852,1399,2234,1727,1419
ENSMUSG00000099142,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110140,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110110,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000110017,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074412,6,2,6,5,1,0,2,1,3,3,0,1
ENSMUSG00000110063,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031565,77,95,84,116,24,155,74,112,86,142,101,82
ENSMUSG00000086134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037363,51,58,51,47,5,50,46,33,41,61,38,38
ENSMUSG00000110038,0,1,4,0,0,1,2,1,0,0,1,0
ENSMUSG00000043794,2,2,0,0,0,1,1,0,2,6,0,2
ENSMUSG00000054823,801,983,771,1250,183,978,1056,1045,992,1225,1119,807
ENSMUSG00000084543,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000088037,0,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000088176,0,0,1,0,0,2,0,4,0,1,1,0
ENSMUSG00000110088,1,1,0,7,0,2,1,3,0,3,1,1
ENSMUSG00000109679,3,0,2,1,0,0,0,0,1,0,1,2
ENSMUSG00000031570,608,828,713,655,105,645,614,653,573,770,989,667
ENSMUSG00000061313,921,1093,1203,872,101,896,1471,1391,1276,1538,1290,1080
ENSMUSG00000110127,1,2,1,7,0,3,0,0,4,0,6,4
ENSMUSG00000091514,2,1,6,6,0,1,1,2,3,0,3,8
ENSMUSG00000037316,359,313,390,566,74,439,421,306,218,363,323,306
ENSMUSG00000037296,908,894,1041,1000,173,1029,1044,1003,849,1085,1035,826
ENSMUSG00000031574,39,48,39,125,15,62,52,53,44,67,43,60
ENSMUSG00000031575,1456,1716,1809,1549,244,1463,1820,1939,1659,2065,2220,1788
ENSMUSG00000031576,2,0,0,1,1,4,1,4,0,3,2,10
ENSMUSG00000037260,4026,4664,4195,5329,781,4759,4506,4826,4401,5192,5558,3954
ENSMUSG00000037251,501,667,621,432,63,424,582,580,542,957,875,666
ENSMUSG00000015994,1909,2167,2304,2456,334,2210,2311,2348,1966,2583,2609,1962
ENSMUSG00000037234,715,881,883,1006,155,804,993,979,959,1151,1059,892
ENSMUSG00000110183,0,0,0,1,0,0,0,3,0,0,0,0
ENSMUSG00000109640,8,2,6,21,3,7,25,2,13,11,9,8
ENSMUSG00000085437,0,0,0,2,0,2,0,0,0,2,0,0
ENSMUSG00000013878,317,415,418,308,19,248,449,426,386,489,402,353
ENSMUSG00000109850,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110120,3,5,4,5,0,5,7,3,2,5,6,7
ENSMUSG00000110317,15,13,13,36,4,10,16,29,24,24,16,7
ENSMUSG00000037214,172,233,196,228,30,151,222,219,185,221,228,172
ENSMUSG00000105292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087981,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110417,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109682,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109996,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110338,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109680,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109689,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110345,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085795,60,61,47,101,15,85,39,60,43,79,39,38
ENSMUSG00000109954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109621,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109603,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110081,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031483,2932,3437,3033,3061,432,2963,3084,3123,3055,3895,3983,2796
ENSMUSG00000091154,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000031485,4869,5603,5393,5414,843,4900,5799,5880,5199,6675,6966,4748
ENSMUSG00000031486,24,21,9,5,1,9,30,17,17,41,24,20
ENSMUSG00000031487,269,311,281,245,33,178,281,284,215,349,341,217
ENSMUSG00000031488,561,643,559,643,104,598,510,732,542,768,815,590
ENSMUSG00000097262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109589,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109719,0,1,0,2,0,1,1,3,0,0,0,0
ENSMUSG00000039720,3,9,0,3,0,6,2,4,10,0,5,3
ENSMUSG00000031489,3,3,9,0,0,0,0,1,3,0,4,2
ENSMUSG00000109674,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000031490,10395,10834,13431,15119,1981,14707,13243,12979,8955,13097,13205,9844
ENSMUSG00000109953,6,4,1,26,3,18,16,14,4,16,13,9
ENSMUSG00000110154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031492,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063932,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104743,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064882,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109657,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098056,1,0,3,5,0,0,1,0,0,1,2,1
ENSMUSG00000110322,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109794,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097776,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063626,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109648,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000110180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110331,8,9,8,49,2,7,14,9,4,16,6,4
ENSMUSG00000109597,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109666,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109586,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109614,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039328,22,5,4,27,1,9,25,10,15,27,14,21
ENSMUSG00000088252,13,15,19,17,1,9,22,6,1,1,0,5
ENSMUSG00000031577,359,383,351,358,48,356,375,416,259,498,412,330
ENSMUSG00000031578,298,313,412,511,75,507,473,490,241,420,403,316
ENSMUSG00000046152,117,68,75,34,1,33,97,77,97,103,96,94
ENSMUSG00000083588,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000110133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109915,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109705,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109605,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110329,0,0,0,0,0,0,0,0,0,0,0,0
